trailer_title,url,imdb_id,year,rating,votes,genre
DADDY LONG LEGS trailer,https://archive.org/download/DaddyLongLegsTrailer/DaddyLongLegsTrailer.mp4,0047969,1955,6.7,3449.0,Musical|Romance
TARANTULA trailer,https://archive.org/download/TrantulaTrailer/TrantulaTrailer.mp4,0048696,1955,6.5,8619.0,Horror|Sci-Fi
THE MAN FROM LARAMIE trailer,https://archive.org/download/TheManFromLaramieTrailer/TheManFromLaramieTrailer.mp4,0048342,1955,7.3,9447.0,Western
IT CAME FROM BENEATH THE SEA trailer,https://archive.org/download/ItCameFromBeneathTheSeaTrailer/ItCameFromBeneathTheSeaTrailer.mp4,0048215,1955,6.0,4946.0,Horror|Sci-Fi
THE CREEPING UNKNOWN trailer,https://archive.org/download/TheCreepingUnknownTrailer/TheCreepingUnknownTrailer.mp4,0049646,1955,6.7,5394.0,Horror|Sci-Fi
EARTH VS THE FLYING SAUCERS trailer 2,https://archive.org/download/EarthVsTheFlyingSaucersTrailer2/EarthVsTheFlyingSaucersTrailer.mp4,0049169,1956,6.4,7004.0,Horror|Sci-Fi
BHOWANI JUNCTION trailer,https://archive.org/download/BhowaniJunctionTrailer/BhowaniJunctionTrailer.mp4,0049007,1956,6.4,1662.0,Adventure|Drama|History|Romance
THE LAST WAGON trailer,https://archive.org/download/TheLastWagonTrailer/TheLastWagonTrailer.mp4,0049434,1956,7.0,2800.0,Adventure|Drama|Western
THE MOLE PEOPLE trailer 2,https://archive.org/download/TheMolePeopleTrailer2/TheMolePeopleTrailer2.mp4,0049516,1956,5.0,3072.0,Adventure|Fantasy|Horror|Sci-Fi
THE CREATURE WALKS AMONG US trailer,https://archive.org/download/TheCreatureWalksAmongUsTrailer/TheCreatureWalksAmongUsTrailer.mp4,0049103,1956,5.8,3097.0,Horror|Sci-Fi
THE PROUD ONES trailer,https://archive.org/download/TheProudOnesTrailer/TheProudOnesTrailer.mp4,0049639,1956,7.0,1140.0,Western
THE BLACK SLEEP trailer,https://archive.org/download/TheBlackSleepTrailer/TheBlackSleepTrailer.mp4,0049013,1956,6.1,1588.0,Horror|Sci-Fi
BUS STOP trailer,https://archive.org/download/BusStopTrailer/BusStopTrailer.mp4,0049038,1956,6.4,10688.0,Comedy|Drama|Romance
LUST FOR LIFE trailer,https://archive.org/download/LustForLifeTrailer/LustForLifeTrailer.mp4,0049456,1956,7.4,10482.0,Biography|Drama
HEAVEN KNOWS MR ALLISON trailer,https://archive.org/download/HeavenKnowsMrAllisonTrailer/HeavenKnowsMrAllisonTrailer.mp4,0050490,1957,7.3,7721.0,Adventure|Drama|War
THE GIANT CLAW trailer,https://archive.org/download/TheGiantClawTrailer/TheGiantClawTrailer.mp4,0050432,1957,4.6,3289.0,Fantasy|Horror|Sci-Fi|Thriller
SWEET SMELL OF SUCCESS trailer,https://archive.org/download/SweetSmellOfSuccessTrailer/SweetSmellOfSuccessTrailer.mp4,0051036,1957,8.1,27808.0,Drama|Film-Noir
THE DEADLY MANTIS trailer,https://archive.org/download/TheDeadlyMantisTrailer/TheDeadlyMantisTrailer.mp4,0050294,1957,5.2,3181.0,Horror|Sci-Fi|Thriller
20 MILLION MILES TO EARTH trailer,https://archive.org/download/20MillionMilesToEarthTrailer/20MillionMilesToEarthTrailer.mp4,0050084,1957,6.4,6370.0,Action|Adventure|Fantasy|Horror|Sci-Fi|Thriller
BOY ON A DOLPHIN trailer,https://archive.org/download/BoyOnADolphinTrailer/BoyOnADolphinTrailer.mp4,0050208,1957,6.3,1358.0,Adventure|Drama|Romance
LOVE IN THE AFTERNOON trailer.,https://archive.org/download/LoveInTheAfternoonTrailer/LoveInTheAfternoonTrailer.mp4,0050658,1957,7.2,13809.0,Comedy|Crime|Drama|Romance
WITNESS FOR THE PROSECUTION trailer,https://archive.org/download/WitnessForTheProsecutionTrailer/WitnessForTheProsecutionTrailer.mp4,0051201,1957,8.4,107445.0,Crime|Drama|Mystery|Thriller
THE MYSTERIANS trailer,https://archive.org/download/TheMysteriansTrailer/TheMysteriansTrailer.mp4,0050251,1957,6.2,1364.0,Action|Family|Sci-Fi|Thriller
THE ENEMY BELOW trailer,https://archive.org/download/TheEnemyBelowTrailer_309/TheEnemyBelowTrailer.mp4,0050356,1957,7.5,9755.0,Action|Adventure|Drama|Thriller|War
QUATERMASS 2 trailer,https://archive.org/download/Quatermass2Trailer/Quatermass2Trailer.mp4,0050873,1957,6.9,3409.0,Sci-Fi|Horror
THE 27TH DAY trailer.,https://archive.org/download/The27thDayTrailer/The27thDayTrailer.mp4,0050085,1957,6.2,1210.0,Sci-Fi
DESK SET trailer,https://archive.org/download/DeskSetTrailer/DeskSetTrailer.mp4,0050307,1957,7.3,7589.0,Comedy|Romance
BEGINNING OF THE END trailer,https://archive.org/download/BeginningOfTheEndTrailer/BeginningOfTheEndTrailer.mp4,0050177,1957,3.8,2175.0,Horror|Sci-Fi
PLAN 9 FROM OUTER SPACE trailer,https://archive.org/download/Plan9FromOuterSpaceTrailer/Plan9FromOuterSpaceTrailet.mp4,0052077,1957,4.0,35864.0,Horror|Sci-Fi
ATTACK OF THE PUPPET PEOPLE trailer,https://archive.org/download/AttackOfThePuppetPeopleTrailer/AttackOfThePuppetPeopleTrailer.mp4,0051381,1958,5.1,1980.0,Sci-Fi|Horror
THE BRAIN EATERS trailer,https://archive.org/download/TheBrainEatersTrailer/TheBrainEatersTrailer.mp4,0051432,1958,4.3,1177.0,Sci-Fi|Horror
BELL BOOK AND CANDLE trailer,https://archive.org/download/BellBookAndCandleTrailer/BellBookAndCandleTrailer.mp4,0051406,1958,6.9,9643.0,Comedy|Fantasy|Romance
MAN OF THE WEST trailer,https://archive.org/download/ManOfTheWestTrailer/ManOfTheWestTrailer.mp4,0051899,1958,7.1,6857.0,Drama|Romance|Western
THE WILD WOMEN OF WONGO trailer,https://archive.org/download/TheWildWomenOfWongoTrailer/TheWildWomenOfWongoTrailer.mp4,0052394,1958,2.3,1031.0,Adventure|Comedy
RUN SILENT RUN DEEP trailer,https://archive.org/download/RunSilentRunDeepTrailer/RunSilentRunDeepTrailer.mp4,0052151,1958,7.3,10164.0,Action|Drama|War
THE YOUNG LIONS trailer,https://archive.org/download/TheYoungLionsTrailer_987/TheYoungLionsTrailer.mp4,0052415,1958,7.2,7297.0,Action|Drama|War
SPACE CHILDREN trailer,https://archive.org/download/SpaceChildrenTrailer/SpaceChildrenTrailer.mp4,0052227,1958,4.1,1099.0,Sci-Fi
QUEEN OF OUTER SPACE trailer,https://archive.org/download/QueenOfOuterSpaceTrailer/QueenOfOuterSpaceTrailer.mp4,0052104,1958,4.7,1950.0,Adventure|Fantasy|Sci-Fi
CAT ON A HOT TIN ROOF trailer,https://archive.org/download/CatOnAHotTinRoofTrailer/CatOnAHotTinRoofTrailer.mp4,0051459,1958,8.0,44647.0,Drama
THE HIDDEN FORTRESS trailer,https://archive.org/download/TheHiddenFortressTrailer/TheHiddenFortressTrailer.mp4,0051808,1958,8.1,34225.0,Adventure|Drama
GIGI trailer,https://archive.org/download/GigiTrailer/GigiTrailer.mp4,0051658,1958,6.7,19481.0,Comedy|Musical|Romance
CORRIDORS OF BLOOD trailer,https://archive.org/download/CorridorsOfBloodTrailer/CorridorsOfBloodTrailer.mp4,0051542,1958,6.5,1769.0,Crime|Horror|Thriller
MISSILE TO THE MOON trailer,https://archive.org/download/MissileToTheMoonTrailer/MissileToTheMoonTrailer.mp4,0053072,1958,3.9,1002.0,Drama|Sci-Fi
THE 7TH VOYAGE OF SINBAD trailer,https://archive.org/download/The7thVoyageOfSinbadTrailer/The7thVoyageOfSinbadTrailer.mp4,0051337,1958,7.1,11911.0,Action|Adventure|Family|Fantasy
TOUCH OF EVIL trailer,https://archive.org/download/TouchOfEvilTrailer/TouchOfEvilTrailer.mp4,0052311,1958,8.0,97878.0,Crime|Drama|Film-Noir|Thriller
THE RETURN OF DRACULA trailer,https://archive.org/download/TheReturnOfDraculaTrailer/TheReturnOfDraculaTrailer.mp4,0052131,1958,5.7,1183.0,Drama|Horror|Mystery|Romance|Thriller
INVISIBLE INVADERS trailer,https://archive.org/download/InvisibleInvadersTrailer/InvisibleInvadersTrailer.mp4,0052929,1959,5.0,1471.0,Sci-Fi|Horror
THE ALLIGATOR PEOPLE trailer,https://archive.org/download/TheAlligatorPeopleTrailer/TheAlligatorPeopleTrailer.mp4,0052549,1959,5.6,1722.0,Horror|Mystery|Sci-Fi
SOME LIKE IT HOT trailer,https://archive.org/download/SomeLikeItHotTrailer/SomeLikeItHotTrailer.mp4,0053291,1959,8.2,241521.0,Comedy|Music|Romance
THE ANGRY RED PLANET trailer,https://archive.org/download/TheAngryRedPlanetTrailer/TheAngryRedPlanetTrailer.mp4,0052564,1959,5.3,2844.0,Adventure|Horror|Sci-Fi
THE GIANT GILA MONSTER trailer,https://archive.org/download/TheGiantGilaMonsterTrailer/TheGiantGilaMonsterTrailer.mp4,0052846,1959,3.6,3472.0,Horror|Sci-Fi|Thriller
SUDDENLY LAST SUMMER trailer.,https://archive.org/download/SuddenlyLastSummerTrailer/SuddenlyLastSummerTrailer.mp4,0053318,1959,7.6,13689.0,Drama|Mystery|Thriller
IMITATION OF LIFE 1934 trailer,https://archive.org/download/ImitationOfLife1934Trailer_458/ImitationOfLife1934Trailer.mp4,0052918,1934,7.9,14624.0,Drama
TEENAGERS FROM OUTER SPACE trailer,https://archive.org/download/TeenagersFromOuterSpaceTrailer/TeenagersFromOuterSpaceTrailer.mp4,0053337,1959,3.8,3084.0,Horror|Sci-Fi|Thriller
NORTH BY NORTHWEST trailer,https://archive.org/download/NorthByNorthwestTrailer/NorthByNorthwestTrailer.mp4,0053125,1959,8.3,296405.0,Adventure|Mystery|Thriller
GREEN MANSIONS trailer,https://archive.org/download/GreenMansionsTrailer/GreenMansionsTrailer.mp4,0052864,1904,5.5,2030.0,Adventure|Drama|Romance
THE DEVIL'S DISCIPLE trailer,https://archive.org/download/TheDevilsDiscipleTrailer/TheDevilsDiscipleTrailer.mp4,0052735,1959,7.2,2083.0,Comedy|History|Romance|War
THE GIANT BEHEMOTH trailer,https://archive.org/download/TheGiantBehemothTrailer/TheGiantBehemothTrailer.mp4,0052611,1959,5.8,2295.0,Horror|Sci-Fi
MIDDLE OF THE NIGHT trailer,https://archive.org/download/MiddleOfTheNightTrailer/MiddleOfTheNightTrailer.mp4,0053065,1959,7.2,1083.0,Drama
12 TO THE MOON trailer,https://archive.org/download/12ToTheMoonTrailer/12ToTheMoonTrailer.mp4,0054415,1966,3.1,1001.0,Sci-Fi
THE APARTMENT trailer,https://archive.org/download/TheApartmentTrailer/TheApartmentTrailer.mp4,0053604,1960,8.3,162411.0,Comedy|Drama|Romance
THE MASK OF SATAN trailer,https://archive.org/download/TheMaskOfSatanTrailer/TheMaskOfSatanTrailer.mp4,0054067,1960,7.2,13557.0,Horror
LET'S MAKE LOVE trailer,https://archive.org/download/LetsMakeLoveTrailer/LetsMakeLoveTrailer.mp4,0054022,1960,6.5,6603.0,Comedy|Musical|Romance
ELMER GANTRY trailer,https://archive.org/download/ElmerGantryTrailer/ElmerGantryTrailer.mp4,0053793,1960,7.8,10287.0,Drama
BEYOND THE TIME BARRIER trailer 2,https://archive.org/download/BeyondTheTimeBarrierTrailer2/BeyondTheTimeBarrierTrailer2.mp4,0053651,2013,5.3,1274.0,Romance|Sci-Fi
BUTTERFIELD 8 trailer,https://archive.org/download/Butterfield8Trailer/Butterfield8Trailer.mp4,0053622,1960,6.4,5726.0,Drama
INHERIT THE WIND trailer,https://archive.org/download/InheritTheWindTrailer/InheritTheWindTrailer.mp4,0053946,1925,8.1,27066.0,Biography|Drama|History
WILD RIVER 1960 trailer,https://archive.org/download/WildRiver1960Trailer/WildRiver1960Trailer.mp4,0054476,1960,7.6,4727.0,Drama|History|Romance
THE UNFORGIVEN 1960 trailer,https://archive.org/download/TheUnforgiven1960Trailer/TheUnforgiven1960Trailer.mp4,0054428,1960,6.7,7200.0,Drama|Romance|Western
GORGO trailer,https://archive.org/download/GorgoTrailer/GorgoTrailer.mp4,0054938,1961,5.6,3100.0,Horror|Sci-Fi
THE DAY THE EARTH CAUGHT FIRE trailer,https://archive.org/download/TheDayTheEarthCaughtFireTrailer/TheDayTheEarthCaughtFireTrailer.mp4,0054790,1961,7.2,4600.0,Drama|Romance|Sci-Fi
THE PHANTOM PLANET trailer,https://archive.org/download/ThePhantomPlanetTrailer/ThePhantomPlanetTrailer.mp4,0055294,2014,3.7,2603.0,Action|Adventure|Sci-Fi
MYSTERIOUS ISLAND 1961 trailer,https://archive.org/download/MysteriousIsland1961Trailer/MysteriousIsland1961Trailer.mp4,0055207,1961,6.8,6561.0,Adventure|Family|Fantasy|Sci-Fi
YOJIMBO trailer,https://archive.org/download/YojimboTrailer/YojimboTrailer.mp4,0055630,1962,8.2,109897.0,Action|Drama|Thriller
JUDGEMENT AT NUREMBERG trailer,https://archive.org/download/JudgementAtNurembergTrailer/JudgementAtNurembergTrailer.mp4,0055031,2013,8.2,68769.0,Drama|War
SPLENDOR IN THE GRASS trailer,https://archive.org/download/SplendorInTheGrassTrailer/SplendorInTheGrassTrailer.mp4,0055471,1961,7.8,17644.0,Drama|Romance
MURDER SHE SAID trailer,https://archive.org/download/MurderSheSaidTrailer/MurderSheSaidTrailer.mp4,0055205,1961,7.4,6459.0,Comedy|Crime|Drama|Mystery
THE PREMATURE BURIAL trailer,https://archive.org/download/PrematureBurialTrailer/PrematureBurialTrailer.mp4,0056368,1962,6.5,3635.0,Drama|Horror|Mystery|Thriller
SANJURO trailer,https://archive.org/download/SanjuroTrailer/SanjuroTrailer.mp4,0056443,1962,8.1,32480.0,Action|Comedy|Crime|Drama|Thriller
ADVISE AND CONSENT trailer,https://archive.org/download/AdviseAndConsentTrailer/AdviseAndConsentTrailer.mp4,0055728,1962,7.7,6494.0,Drama|Thriller
FIVE WEEKS IN A BALLOON trailers,https://archive.org/download/FiveWeeksInABalloonTrailers/FiveWeeksInABalloonTrailer1.mp4,0055988,1962,5.8,1102.0,Adventure|Comedy|Drama|Fantasy|Romance|Sci-Fi
JOURNEY TO THE SEVENTH PLANET trailer.,https://archive.org/download/JourneyToTheSeventhPlanetTrailer/JourneyToTheSeventhPlanetTrailer.mp4,0056127,1962,4.8,1470.0,Action|Adventure|Fantasy|Horror|Sci-Fi
KID GALAHAD trailer,https://archive.org/download/KidGalahadTrailer/KidGalahadTrailer.mp4,0056138,1962,6.2,2365.0,Drama|Musical|Sport
TARAS BULBA trailer,https://archive.org/download/TarasBulbaTrailer/TarasBulbaTrailer.mp4,0056556,1962,6.4,3594.0,Adventure|Drama|History|Romance|War
PANIC IN YEAR ZERO trailer,https://archive.org/download/PanicInYearZeroTrailer/PanicInYearZeroTrailer.mp4,0056331,1962,6.7,3688.0,Action|Horror|Sci-Fi|Thriller
BOCCACCIO '70 trailer,https://archive.org/download/Boccaccio70Trailer/Boccaccio70Trailer.mp4,0055805,1962,7.1,3870.0,Comedy|Fantasy|Romance
HATARI! trailer,https://archive.org/download/HatariTrailer/HatariTrailer.mp4,0056059,1962,7.2,11658.0,Action|Adventure|Comedy|Drama|Romance
HELL IS FOR HEROES trailer,https://archive.org/download/HellIsForHeroesTrailer/HellIsForHeroesTrailer.mp4,0056062,1962,6.9,6345.0,Drama|War
HARAKIRI trailer,https://archive.org/download/HarakiriTrailer/HarakiriTrailer.mp4,0056058,1962,8.6,40416.0,Action|Drama|Mystery
EEGAH trailer,https://archive.org/download/EEGAHTrailer/EEGAH trailer.mp4,0055946,2014,2.2,5410.0,Adventure|Comedy|Fantasy|Horror|Music
THE CRAWLING HAND trailer 2,https://archive.org/download/TheCrawlingHandTrailer2/TheCrawlingHandTrailer2.mp4,0056961,1963,3.1,1548.0,Horror|Sci-Fi
IRMA LA DOUCE trailer,https://archive.org/download/IrmaLaDouceTrailer_926/IrmaLaDouceTrailer.mp4,0057187,1963,7.4,17064.0,Comedy|Romance
55 DAYS AT PEKING trailer,https://archive.org/download/55DaysAtPekingTrailer/55DaysAtPekingTrailer.mp4,0056800,1963,6.7,5977.0,Action|Adventure|Drama|History|War
THE COMEDY OF TERRORS trailer,https://archive.org/download/TheComedyOfTerrorsTrailer/TheComedyOfTerrorsTrailer.mp4,0056943,1963,6.7,5127.0,Comedy|Horror
THE HAUNTED PALACE trailer,https://archive.org/download/TheHauntedPalaceTrailer/TheHauntedPalaceTrailer.mp4,0057128,1963,6.8,6062.0,Horror
TWICE-TOLD TALES trailer,https://archive.org/download/Twice-toldTalesTrailer/Twice-toldTalesTrailer.mp4,0057608,1963,6.8,2586.0,Horror|Mystery|Romance|Sci-Fi
JASON AND THE ARGONAUTS trailer,https://archive.org/download/JasonAndTheArgonautsTrailer/JasonAndTheArgonautsTrailer.mp4,0057197,1963,7.3,24231.0,Action|Adventure|Family|Fantasy
MATANGO trailer,https://archive.org/download/MatangoTrailer_298/MatangoTrailer.mp4,0057295,1963,6.5,2664.0,Horror|Mystery|Sci-Fi|Thriller
THE MOUSE ON THE MOON trailer,https://archive.org/download/TheMouseOnTheMoonTrailer/TheMouseOnTheMoonTrailer.mp4,0057328,1963,6.5,1421.0,Comedy|Romance|Sci-Fi
MURDER AT THE GALLOP trailer,https://archive.org/download/MurderAtTheGallopTrailer/MurderAtTheGallopTrailer.mp4,0057334,1963,7.3,5246.0,Comedy|Crime|Drama|Mystery|Thriller
THE PINK PANTHER trailer,https://archive.org/download/ThePinkPantherTrialer/ThePinkPantherTrialer.mp4,0057413,1963,7.1,48059.0,Comedy|Crime|Romance
VOYAGE TO THE END OF THE UNIVERSE trailer ,https://archive.org/download/VoyageToTheEndOfTheUniverseTrailer/VoyageToTheEndOfTheUniverseTrailer.mp4,0122111,1963,7.0,1977.0,Sci-Fi
THE SLIME PEOPLE trailer 2,https://archive.org/download/TheSlimePeopleTrailer2/TheSlimePeopleTrailer2.mp4,0056499,1963,2.7,1105.0,Horror|Sci-Fi
BLACK SABBATH trailer,https://archive.org/download/BlackSabbathTrailer/BlackSabbathTrailer.mp4,0057603,1963,7.1,10393.0,Horror
YESTERDAY TODAY AND TOMORROW trailer,https://archive.org/download/YesterdayTodayAndTomorrowTrailer/YesterdayTodayAndTomorrowTrailer.mp4,0057171,1963,7.3,7901.0,Comedy|Romance
MURDER AHOY trailer,https://archive.org/download/MurderAhoyTrailer/MurderAhoyTrailer.mp4,0058382,1964,7.1,4453.0,Comedy|Crime|Drama|Mystery
ROBINSON CRUSOE ON MARS trailer,https://archive.org/download/RobinsonCrusoeOnMarsTrailer_823/RobinsonCrusoeOnMarsTrailer.mp4,0058530,1964,6.5,6116.0,Adventure|Sci-Fi
MURDER MOST FOUL trailer,https://archive.org/download/MurderMostFoulTrailer/MurderMostFoulTrailer.mp4,0058383,1964,7.2,4840.0,Comedy|Crime|Drama|Mystery|Thriller
GHIDORAH trailer,https://archive.org/download/GhidorahTrailer/GhidorahTrailer.mp4,0058544,1964,6.7,5479.0,Action|Adventure|Fantasy|Sci-Fi|Thriller
"KISS ME, STUPID trailer",https://archive.org/download/KissMeStupidTrailer/KissMeStupidTrailer.mp4,0058265,1964,7.0,6958.0,Comedy|Romance
THE CURSE OF THE MUMMY'S TOMB trailer,https://archive.org/download/TheCurseOfTheMummysTombTrailer/TheCurseOfTheMummysTombTrailer.mp4,0057986,1964,5.7,2390.0,Horror
THE CREEPING TERROR trailer,https://archive.org/download/TheCreepingTerrorTrailer/TheCreepingTerrorTrailer.mp4,0057970,1964,2.2,4069.0,Horror|Sci-Fi
THE TRAIN trailer,https://archive.org/download/TheTrainTrailer/TheTrainTrailer.mp4,0059825,1964,7.8,14246.0,Thriller|War
BECKET trailer,https://archive.org/download/BecketTrailer/BecketTrailer.mp4,0057877,1964,7.8,13507.0,Biography|Drama|History
THE FALL OF THE ROMAN EMPIRE trailer,https://archive.org/download/TheFallOfTheRomanEmpireTrailer/TheFallOfTheRomanEmpireTrailer.mp4,0058085,1964,6.7,8181.0,Drama|History|War
FAIL SAFE trailer,https://archive.org/download/FailSafeTrailer/FailSafeTrailer.mp4,0058083,1964,8.0,19679.0,Drama|Thriller|War
THE EARTH DIES SCREAMING trailer,https://archive.org/download/TheEarthDiesScreamingTrailer/TheEarthDiesScreamingTrailer.mp4,0058050,1964,5.9,1356.0,Horror|Sci-Fi
MATRIMONIO ALL'ITALIANA trailer,https://archive.org/download/MatrimonioAllitalianaTrailer/MatrimonioAllitaliana.mp4,0058335,1964,7.5,8498.0,Comedy|Drama|Romance
CHILDREN OF THE DAMNED trailer,https://archive.org/download/ChildrenOfTheDamnedTrailer/ChildrenOfTheDamnedTrailer.mp4,0056931,1964,6.3,4020.0,Drama|Horror|Mystery|Sci-Fi
7 FACES OF DR LAO trailer,https://archive.org/download/7FacesOfDrLaoTrailer/7FacesOfDrLaoTrailer.mp4,0057812,1964,7.2,4446.0,Fantasy|Mystery|Western
A SHOT IN THE DARK trailer,https://archive.org/download/AShotInTheDarkTrailer/AShotInTheDarkTrailer.mp4,0058586,1975,7.5,25691.0,Comedy|Mystery
MARNIE trailer,https://archive.org/download/MarnieTrailer/MarnieTrailer.mp4,0058329,1964,7.2,44795.0,Crime|Drama|Mystery|Romance|Thriller
TOPKAPI trailer,https://archive.org/download/TopkapiTrailer/TopkapiTrailer.mp4,0058672,1964,7.0,8549.0,Adventure|Comedy|Crime|Thriller
THE FLIGHT OF THE PHOENIX trailer,https://archive.org/download/TheFlightOfThePhoenixTrailer/TheFlightOfThePhoenixTrailer.mp4,0059183,2004,7.5,18764.0,Adventure|Drama
THE LOVED ONE trailer,https://archive.org/download/TheLovedOneTrailer/TheLovedOneTrailer.mp4,0059410,1965,7.1,3246.0,Comedy
THE SOUND OF MUSIC trailer,https://archive.org/download/TheSoundOfMusicTrailer/TheSoundOfMusicTrailer.mp4,0059742,1965,8.0,201285.0,Biography|Drama|Family|Musical|Romance
GAMERA THE GIANT MONSTER trailer,https://archive.org/download/GameraTheGiantMonsterTrailer/GameraTheGiantMonsterTrailer.mp4,0059080,1965,5.1,2683.0,Horror|Sci-Fi
CAT BALLOU trailer,https://archive.org/download/CatBallouTrailer/CatBallouTrailer.mp4,0059017,1965,6.8,13228.0,Comedy|Romance|Western
SAMURAI ASSASSIN trailer,https://archive.org/download/SamuraiAssassinTrailer/SamuraiAssassinTrailer.mp4,0059673,1965,7.5,1908.0,Action|Adventure|Drama|History
GENGHIS KHAN trailer,https://archive.org/download/GenghisKhanTrailer/GenghisKhanTrailer.mp4,0059219,1965,5.9,1955.0,Adventure|Drama|History|War
PLANET OF THE VAMPIRES trailer,https://archive.org/download/PlanetOfTheVampiresTrailer/PlanetOfTheVampiresTrailer.mp4,0059792,1965,6.3,5364.0,Horror|Sci-Fi
THE DEMON PLANET trailer,https://archive.org/download/TheDemonPlanetTrailer/TheDemonPlanetTrailer.mp4,0059792,1965,6.3,5364.0,Horror|Sci-Fi
ORGY OF THE DEAD trailer,https://archive.org/download/OrgyOfTheDeadTrailer/OrgyOfTheDeadTrailer.mp4,0054240,1965,3.0,2499.0,Fantasy|Horror
INVASION OF THE ASTRO-MONSTER trailer,https://archive.org/download/InvasionOfTheAstro-monsterTrailer/InvasionOfTheAstro-monsterTrailer.mp4,0059346,1965,6.4,5246.0,Action|Adventure|Sci-Fi
THE AGONY AND THE ECSTACY trailers,https://archive.org/download/TheAgonyAndTheEcstacyTrailers/TheAgonyAndTheEcstacyTrailer1.mp4,0058886,1965,7.2,6532.0,Biography|Drama|History
WAR-GODS OF THE DEEP trailer,https://archive.org/download/War-godsOfTheDeepTrailer/War-godsOfTheDeepTrailer.mp4,0059895,1965,5.4,1910.0,Adventure|Fantasy|Horror|Sci-Fi
MODESTY BLAISE trailer,https://archive.org/download/ModestyBlaiseTrailer/ModestyBlaiseTrailer.mp4,0060708,1966,5.1,2571.0,Action|Adventure|Comedy|Crime|Musical
THE REPTILE trailer,https://archive.org/download/TheReptileTrailer/TheReptileTrailer.mp4,0060893,1966,6.2,3196.0,Horror
OUR MAN FLINT trailer,https://archive.org/download/OurManFlintTrailer/OurManFlintTrailer.mp4,0059557,1967,6.5,5945.0,Action|Adventure|Comedy|Fantasy|Sci-Fi
A FUNNY THING HAPPENED ON THE WAY TO THE FORUM trailer,https://archive.org/download/AFunnyThingHappenedOnTheWayToTheForumTrailer/AFunnyThingHappenedOnTheWayToTheForumTrailer.mp4,0060438,1966,6.9,8328.0,Comedy|Musical
MANOS: THE HANDS OF FATE trailer,https://archive.org/download/MANOSTHEHANDSOFFATETrailer/MANOS THE HANDS OF FATE trailer.mp4,0060666,1966,1.9,34678.0,Horror
ONE MILLION YEARS BC trailer.,https://archive.org/download/OneMillionYearsBcTrailer/OneMillionYearsBcTrailer.mp4,0060782,1940,5.7,7697.0,Adventure|Fantasy
CAST A GIANT SHADOW trailer,https://archive.org/download/CastAGiantShadowTrailer/CastAGiantShadowTrailer.mp4,0060218,1948,6.4,2835.0,Adventure|Drama|History|War
KILL BABY KILL trailer,https://archive.org/download/KillBabyKillTrailer/KillBabyKillTrailer.mp4,0060794,1966,7.0,5902.0,Horror|Mystery
KHARTOUM trailer,https://archive.org/download/KhartoumTrailer/KhartoumTrailer.mp4,0060588,1966,6.8,6690.0,Action|Adventure|Drama|History|War
THE FORTUNE COOKIE trailer,https://archive.org/download/TheFortuneCookieTrailer/TheFortuneCookieTrailer.mp4,0060424,1966,7.3,12609.0,Comedy|Romance
THE BLUE MAX trailer,https://archive.org/download/TheBlueMaxTrailer/TheBlueMaxTrailer.mp4,0060177,1966,7.1,6327.0,Action|Drama|Romance|War
THEY CAME FROM BEYOND SPACE trailer,https://archive.org/download/TheyCameFromBeyondSpaceTrailer/TheyCameFromBeyondSpaceTrailer.mp4,0062360,1967,4.6,1434.0,Adventure|Sci-Fi
CATALINA CAPER trailer,https://archive.org/download/CatalinaCaperTrailer/CatalinaCaperTrailer.mp4,0061456,1967,2.1,1787.0,Comedy|Musical|Mystery
ZATOICHI THE OUTLAW trailer,https://archive.org/download/ZatoichiTheOutlawTrailer/ZatoichiTheOutlawTrailer.mp4,0062518,1967,7.1,1036.0,Action|Adventure|Drama
SAMURAI REBELLION trailer,https://archive.org/download/SamuraiRebellionTrailer/SamuraiRebellionTrailer.mp4,0061847,1967,8.4,10674.0,Drama
THE MUMMY'S SHROUD trailer,https://archive.org/download/TheMummysShroudTrailer/TheMummysShroudTrailer.mp4,0062006,1967,5.6,1755.0,Horror
FATHOM 1967 trailer,https://archive.org/download/Fathom1967Trailer/Fathom1967Trailer.mp4,0061653,1967,5.8,1385.0,Adventure|Comedy
FRANKENSTEIN CREATED WOMAN trailer,https://archive.org/download/FrankensteinCreatedWomanTrailer/FrankensteinCreatedWomanTrailer.mp4,0061683,1967,6.6,4335.0,Horror|Sci-Fi
GAPPA trailer,https://archive.org/download/GappaTrailer/GappaTrailer.mp4,0061550,1967,4.2,1331.0,Action|Adventure|Comedy|Drama|Family|Fantasy|Horror|Sci-Fi|Thriller
IN LIKE FLINT trailer,https://archive.org/download/InLikeFlintTrailer/InLikeFlintTrailer.mp4,0061810,2015,6.2,5115.0,Action|Adventure|Comedy|Romance|Sci-Fi
2001 A SPACE ODYSSEY trailer.,https://archive.org/download/2001ASpaceOdysseyTrailer/2001ASpaceOdysseyTrailer.mp4,0062622,2001,8.3,597755.0,Adventure|Sci-Fi
STAR! trailer,https://archive.org/download/StarTrailer/StarTrailer.mp4,0063642,1968,6.5,1921.0,Biography|Comedy|Drama|History|Musical|Romance
BARBARELLA trailer,https://archive.org/download/BarbarellaTrailer/BarbarellaTrailer.mp4,0062711,1968,5.9,32115.0,Adventure|Comedy|Fantasy|Sci-Fi
